Scores
-0.001394
-0.001394
-0.001394
-0.001394
0.00036765
-0.00067785
-0.001394
-0.001394
-0.00070083
-0.001394
-0.00070083
-0.00070083
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00023744
-0.001394
-0.00073913
-0.001394
-0.001394
0.00023744
0.00036765
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
-0.001394
-0.00055147
-0.001394
-0.001394
0.001394
-0.001394
-0.001394
0.00019914
-0.001394
0.00019914
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.00070083
0.001394
-0.001394
-0.001394
0.00019914
-0.001394
0.00042892
-0.001394
-0.00070083
-0.001394
-0.001394
0.00019454
-0.0007621
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.00016084
-0.00073913
0.00019914
-0.001394
0.0005936
-0.001394
-0.00073913
-0.00067785
-0.001394
-0.001394
-0.001394
0.0014553
-0.001394
-0.001394

-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00042892
-0.00070083
-0.001394
0.00023744
-0.001394
-0.001394
-0.001394
0.00038296
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
7.28E-05
-0.001394
0.00042892
-0.001394
0.00019914
-0.001394
0.00042892
-0.001394
-0.00016084
-0.001394
-0.001394
-0.001394
0.00047871
-0.001394
-0.001394
0.00042892
0.00021446
0.00021446
-0.00047871
-0.001394
0.00019914
-0.0010493
-0.001394
0.0009038
0.00023744
0.00019914
0.00019914
-0.001394
-0.001394
-0.00041743
-0.00041743
-0.001394
-0.001394
0.00029871
-0.001394
-0.001394
-0.001394
0.00038296
-0.001394
-0.0014553
0.00019914
-0.001394

-0.001394
0.0009038
-0.00078203
-0.001394
-0.001394
-0.00070083
-0.001394
-0.0014553
-0.00070083
-0.001394
0.00019914
0.00029871
-0.001394
0.00046339
-0.001394
0.00019914
-0.001394
0.00048444
-0.001394
-0.001394
0.0014553
-0.001394
-0.001394
0.00019914
-0.001394
-0.001394
0.00045887
0.00019914
0.00019914
-0.001394
-0.001394
-0.001394
0.00046339
-0.001394
-0.001394
-0.001394
-0.001394
-0.00047871
-0.001394
-0.001394
-0.001394
-0.00070083
-0.001394
-0.001394
-0.00095359
0.00095359
-0.0011374
-0.001394
0.00021446
-0.001394
0.00042892
-0.00016084
7.28E-05
0.00021446
-0.001394
0.00038296
2.30E-05
-0.00070083
0.00019914
-0.00047675
-0.001394
-0.001394
-0.0014553
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.0014553
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00046339
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.00078203
-0.001394

-0.001394
0.00036765
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00045887
0.00019914
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
-0.0011374
-0.001394
-0.001394
-0.001394
-0.001394
-0.0011374
-0.001394
-0.001394
-0.00078203
-0.001394
0.00038296
-0.001394
0.00054764
-0.001394
-0.001394
-0.00067785
-0.00070083
0.00019914
-0.001394
-0.0011374
-0.001394
0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00036765
-0.001394
-0.001394
-0.001394
-0.00077742
-0.001394
-0.001394
-0.00077742
0.0014553
-0.001394
-0.001394
-0.001394
0.00049982
-0.001394
-0.0010493
-0.001394
-0.001394
0.00019914
-0.001394
0.00095359
-0.001394
0.00036765
-0.0014553
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.00070083
-0.001394
0.00042892
-0.001394
-0.001394
-0.001394
-0.0014553
-0.001394
-0.001394
0.00019914

-0.001394
-0.001394
0.00036765
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
-0.001394
-0.001394
0.001394
-0.001394
-0.001394
0.00019914
0.00042892
-0.001394
0.00019914
-0.001394
0.00036765
0.00049982
-0.001394
-0.00070083
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
-0.001394
-0.001394
-0.00070083
-0.001394
-0.001394
-0.001394
0.00021446
-0.001394
-0.00070083
-0.001394
0.00019914
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
0.00029871
-0.001394
-0.001394
0.00019914
-0.001394
-0.00073913
-0.00016084
-0.001394
-0.001394
0.00019914
-0.00070083
-0.001394
-0.001394
-0.001394
-0.001394
0.00016084
0.00023744
-0.00047871
-0.001394
-0.001394
-0.001394
0.00021446
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.001394
-0.00048444
-0.001394
-0.001394
-0.001394
-0.001394
0.00019914
-0.001394
-0.00070083
-0.001394
-0.001394
-0.001394
-0.001394
