ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_Membranestainintensityconversions,Intensity_IntegratedIntensity_Membranestainintensityconversions,Intensity_LowerQuartileIntensity_Membranestainintensityconversions,Intensity_MADIntensity_Membranestainintensityconversions,Intensity_MassDisplacement_Membranestainintensityconversions,Intensity_MaxIntensityEdge_Membranestainintensityconversions,Intensity_MaxIntensity_Membranestainintensityconversions,Intensity_MeanIntensityEdge_Membranestainintensityconversions,Intensity_MeanIntensity_Membranestainintensityconversions,Intensity_MedianIntensity_Membranestainintensityconversions,Intensity_MinIntensityEdge_Membranestainintensityconversions,Intensity_MinIntensity_Membranestainintensityconversions,Intensity_StdIntensityEdge_Membranestainintensityconversions,Intensity_StdIntensity_Membranestainintensityconversions,Intensity_UpperQuartileIntensity_Membranestainintensityconversions,Location_CenterMassIntensity_X_Membranestainintensityconversions,Location_CenterMassIntensity_Y_Membranestainintensityconversions,Location_CenterMassIntensity_Z_Membranestainintensityconversions,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_Membranestainintensityconversions,Location_MaxIntensity_Y_Membranestainintensityconversions,Location_MaxIntensity_Z_Membranestainintensityconversions,Number_Object_Number
1,17,178.331477,3778.050436,0.675728798,0.013429463,0.189901533,0.783819199,0.804454625,0.704867498,0.691064649,0.687520444,0.666557491,0.630527377,0.018042853,0.021884795,0.703242719,68.44220776,106.5785547,0,68.2976038,106.45546,90,127,0,17
1,18,77.23059279,1014.093022,0.676056325,0.012446821,0.163448383,0.771699965,0.783164084,0.708537549,0.689859198,0.687520444,0.679331779,0.630854905,0.017275685,0.02005797,0.701932549,15.73591113,110.4863147,0,15.70952381,110.647619,14,90,0,18
1,19,198.1195543,3891.269895,0.684900105,0.015067101,0.073401971,0.837864399,0.934818208,0.720434743,0.702141807,0.698657036,0.662626922,0.636750758,0.031176455,0.02435486,0.716017008,195.9222134,117.0016523,0,195.9133887,117.0745218,168,155,0,19
1,20,133.5922047,1920.042253,0.689485729,0.014084458,0.154846442,0.797576129,0.797576129,0.71823766,0.704861326,0.701932549,0.668522775,0.644611835,0.024961902,0.021597117,0.718309879,260.3372809,140.4065742,0,260.2169604,140.3091043,244,165,0,20
1,21,165.7133971,2593.352766,0.681297064,0.012446761,0.098528596,0.777595818,0.846708179,0.705163392,0.695828486,0.692761242,0.653455615,0.639371097,0.018559141,0.02169308,0.706518173,135.323312,137.6335831,0,135.2833378,137.7236383,155,107,0,21
1,22,79.82607263,1000.023582,0.684572577,0.014412045,0.199656291,0.817884028,0.817884028,0.719153808,0.701278809,0.698329508,0.659351468,0.642974138,0.026473221,0.023499196,0.713724196,490.148968,130.2106203,0,490.3338008,130.286115,466,128,0,22
1,23,150.8709466,1960.221749,0.686865389,0.015067101,0.130042289,0.838847041,0.838847041,0.721870558,0.703344725,0.699967265,0.661971807,0.646249592,0.031632294,0.023450817,0.71699965,343.5178519,146.808125,0,343.6264801,146.7366344,330,173,0,23
1,24,117.5175239,2536.792006,0.674418628,0.011791706,0.166801402,0.781853914,0.781853914,0.707936891,0.688036888,0.684900105,0.66295445,0.635768116,0.019450209,0.019568272,0.698657036,29.51847246,165.8153804,0,29.35204774,165.8041768,48,140,0,24
1,25,125.3419585,1312.749425,0.682279706,0.013101876,0.054032525,0.75597775,0.780871272,0.708146658,0.696418793,0.695054054,0.676056325,0.634130359,0.016548518,0.019426665,0.708810985,460.0896546,164.1226361,0,460.1151194,164.1702918,451,149,0,25
1,26,54.18964928,611.0432355,0.670815587,0.010809064,0.033707422,0.74091059,0.796921074,0.694739093,0.683493552,0.680642009,0.653455615,0.638060927,0.01942262,0.01941204,0.693580091,500.9219824,170.5268052,0,500.9541387,170.5369128,509,196,0,26
1,27,111.7530297,1547.86636,0.697674394,0.015230894,0.056650848,0.801179171,0.849656105,0.725669024,0.71494982,0.711922705,0.677038968,0.652472973,0.023807782,0.024902721,0.728463829,292.6424181,176.729465,0,292.6170901,176.7801386,289,158,0,27
1,28,217.1801503,4598.885682,0.680642009,0.013756931,0.442982778,0.863085508,0.874549627,0.736203899,0.700729191,0.692106128,0.677366495,0.632492602,0.033168104,0.031516255,0.711103857,400.0660324,181.1230023,0,400.3952461,180.8266037,374,185,0,28
1,29,101.8306583,1041.690794,0.677366495,0.013429403,0.262136014,0.771372437,0.821814597,0.702280402,0.693535815,0.689813316,0.6528005,0.641663909,0.025180685,0.02457678,0.703897834,483.0730199,189.8768943,0,482.9640479,189.638482,502,202,0,29
1,30,163.2079926,2538.779889,0.684900105,0.016704917,0.314625071,0.860137582,0.891909599,0.731874406,0.707378069,0.698984623,0.651490331,0.638716042,0.031480446,0.033022864,0.722567976,212.7876327,178.3183612,0,213.1022569,178.3176372,180,182,0,30
1,31,141.6148052,2013.521128,0.694726527,0.022436947,0.350299771,0.886668861,0.901736021,0.74534108,0.723507412,0.71388796,0.671798229,0.640681326,0.041365883,0.039602689,0.743858516,340.8643102,201.2287843,0,340.580309,201.0237154,365,204,0,31
1,32,150.792335,1983.323286,0.68424499,0.012774289,0.14883194,0.786439538,0.81264329,0.707945235,0.699091747,0.695709109,0.654438257,0.641008854,0.024379282,0.021858395,0.709793627,144.0088377,200.2983401,0,143.8646458,200.3352133,171,193,0,32
1,33,89.90042609,946.5863077,0.696364224,0.014739573,0.060129979,0.797903717,0.797903717,0.719203409,0.711719028,0.711103857,0.66917783,0.652472973,0.021223462,0.021914244,0.725515902,258.9411328,205.8643319,0,258.8902256,205.8323308,279,200,0,33
1,34,184.2725184,3523.686536,0.679659367,0.012446761,0.007534174,0.755650163,0.823779881,0.703330223,0.693229694,0.691123486,0.653455615,0.630527377,0.019902102,0.019933752,0.704225361,87.36198784,188.9721924,0,87.36061381,188.9647846,74,226,0,34
1,35,152.732394,2598.560756,0.689813316,0.01637733,0.218162214,0.815918744,0.834261358,0.723850209,0.70728382,0.705863059,0.676056325,0.626269221,0.024417578,0.024505888,0.722240448,470.5654909,228.7545875,0,470.4161677,228.5955362,495,247,0,35
1,36,91.10415971,1043.33213,0.673026517,0.011136591,0.085048698,0.739272833,0.754995108,0.695451601,0.685050644,0.682934821,0.658696353,0.631182432,0.017136498,0.017526524,0.695381582,23.78942001,213.0065149,0,23.70453053,213.0013132,34,220,0,36
1,37,80.72649831,761.6216832,0.69308877,0.015886039,0.167781751,0.800196528,0.834261358,0.720772306,0.712461818,0.706354409,0.668195188,0.649852633,0.028681784,0.027721293,0.728463829,295.0889284,215.163342,0,295.1281572,215.3264733,291,202,0,37
1,38,34.10481495,281.5807399,0.670815587,0.011300385,0.12681755,0.772682607,0.772682607,0.696016632,0.685111289,0.681460857,0.664264679,0.63904357,0.022441655,0.01967416,0.694071412,7.442214768,238.2733224,0,7.364963504,238.1727494,18,246,0,38
1,39,189.8352445,3310.259743,0.683589935,0.01506716,0.386467816,0.802161813,0.871601701,0.730135556,0.70371168,0.696036696,0.677038968,0.634457886,0.026010605,0.029941281,0.71699965,206.0457439,230.4967692,0,205.7149235,230.2969813,223,256,0,39
1,40,91.84113955,946.8493274,0.676383913,0.01195547,0.076512553,0.805437267,0.805437267,0.706470304,0.690626789,0.686865389,0.657058656,0.638716042,0.027507742,0.020739059,0.701932549,48.39117441,238.7492634,0,48.31728665,238.7293946,69,244,0,40
1,41,99.77071732,1124.124794,0.689485729,0.01637733,0.256682502,0.789715052,0.801179171,0.717774945,0.70877982,0.704225361,0.670160472,0.654765785,0.026196052,0.025086649,0.724860787,275.1634373,243.2715745,0,275.408575,243.1954603,254,249,0,41
1,42,126.9308875,1696.312805,0.681706533,0.010809064,0.057312902,0.754667521,0.781853914,0.701275622,0.693788468,0.692106128,0.660661638,0.640681326,0.017150671,0.017778325,0.703897834,133.9612373,253.8347507,0,133.9398773,253.8879346,136,230,0,42
1,43,187.8824103,3629.022925,0.681297064,0.015722215,0.157349441,0.833606303,1,0.719855978,0.700313185,0.69439894,0.671798229,0.630854905,0.025190904,0.027756045,0.714870602,422.4293902,265.3514991,0,422.2790428,265.3979159,458,258,0,43
1,44,48.25941712,594.9708483,0.704716653,0.019980311,0.143616732,0.806747437,0.957091391,0.73120329,0.734531912,0.721585333,0.691123486,0.657386184,0.027370672,0.048463032,0.746151328,500.9418959,265.5144111,0,501.0654321,265.5876543,495,263,0,44
1,45,196.1388794,3300.548312,0.689158201,0.016704917,0.219405464,0.823779881,0.950540423,0.721098821,0.709032935,0.703242719,0.650180161,0.643301666,0.029650479,0.029104482,0.724205673,345.1517116,260.3218941,0,345.101826,260.5355532,364,239,0,45
1,46,191.2427119,3651.544382,0.677694082,0.014084458,0.159863632,0.800851643,0.81002295,0.713592209,0.694078004,0.689485729,0.644284308,0.630527377,0.026957083,0.023244008,0.707173288,74.14896927,277.8509108,0,74.00988405,277.7720966,71,245,0,46
1,47,179.8712744,3260.544707,0.683917463,0.016704857,0.159794388,0.810678005,0.883393407,0.725287397,0.703765316,0.698329508,0.665902376,0.635768116,0.025442475,0.027313495,0.719620049,192.6425233,282.9743268,0,192.4880207,283.015109,163,294,0,47
1,48,177.9390765,2969.709463,0.682607293,0.017359972,0.189595699,0.886341333,0.886341333,0.72925851,0.7047246,0.697346866,0.641336381,0.633147717,0.039189345,0.031327279,0.719947577,287.6518098,288.1040378,0,287.6955387,287.9195539,321,311,0,48
